Temperature - (Celsius), Year, Statistics, Country, ISO3
8.2829, 1991, Jan Average, Pakistan, PAK
9.99503, 1991, Feb Average, Pakistan, PAK
15.5038, 1991, Mar Average, Pakistan, PAK
20.5152, 1991, Apr Average, Pakistan, PAK
25.1976, 1991, May Average, Pakistan, PAK
29.0619, 1991, Jun Average, Pakistan, PAK
29.3048, 1991, Jul Average, Pakistan, PAK
27.745, 1991, Aug Average, Pakistan, PAK
25.2474, 1991, Sep Average, Pakistan, PAK
20.1716, 1991, Oct Average, Pakistan, PAK
15.4148, 1991, Nov Average, Pakistan, PAK
11.6744, 1991, Dec Average, Pakistan, PAK
9.06016, 1992, Jan Average, Pakistan, PAK
10.5495, 1992, Feb Average, Pakistan, PAK
14.731, 1992, Mar Average, Pakistan, PAK
19.9273, 1992, Apr Average, Pakistan, PAK
24.9313, 1992, May Average, Pakistan, PAK
29.2299, 1992, Jun Average, Pakistan, PAK
28.4087, 1992, Jul Average, Pakistan, PAK
26.9621, 1992, Aug Average, Pakistan, PAK
24.2183, 1992, Sep Average, Pakistan, PAK
20.6592, 1992, Oct Average, Pakistan, PAK
15.64, 1992, Nov Average, Pakistan, PAK
12.1524, 1992, Dec Average, Pakistan, PAK
8.77164, 1993, Jan Average, Pakistan, PAK
13.2686, 1993, Feb Average, Pakistan, PAK
14.7936, 1993, Mar Average, Pakistan, PAK
21.6325, 1993, Apr Average, Pakistan, PAK
27.0292, 1993, May Average, Pakistan, PAK
28.9541, 1993, Jun Average, Pakistan, PAK
28.2827, 1993, Jul Average, Pakistan, PAK
27.834, 1993, Aug Average, Pakistan, PAK
25.8537, 1993, Sep Average, Pakistan, PAK
20.5806, 1993, Oct Average, Pakistan, PAK
16.4152, 1993, Nov Average, Pakistan, PAK
11.4759, 1993, Dec Average, Pakistan, PAK
9.52572, 1994, Jan Average, Pakistan, PAK
10.397, 1994, Feb Average, Pakistan, PAK
17.6477, 1994, Mar Average, Pakistan, PAK
20.3414, 1994, Apr Average, Pakistan, PAK
26.505, 1994, May Average, Pakistan, PAK
29.5395, 1994, Jun Average, Pakistan, PAK
28.2426, 1994, Jul Average, Pakistan, PAK
27.6323, 1994, Aug Average, Pakistan, PAK
23.8697, 1994, Sep Average, Pakistan, PAK
20.1672, 1994, Oct Average, Pakistan, PAK
16.8134, 1994, Nov Average, Pakistan, PAK
10.6588, 1994, Dec Average, Pakistan, PAK
8.65067, 1995, Jan Average, Pakistan, PAK
11.3525, 1995, Feb Average, Pakistan, PAK
14.7091, 1995, Mar Average, Pakistan, PAK
20.0073, 1995, Apr Average, Pakistan, PAK
26.1724, 1995, May Average, Pakistan, PAK
29.5621, 1995, Jun Average, Pakistan, PAK
28.7296, 1995, Jul Average, Pakistan, PAK
27.7186, 1995, Aug Average, Pakistan, PAK
25.2638, 1995, Sep Average, Pakistan, PAK
21.6044, 1995, Oct Average, Pakistan, PAK
15.3296, 1995, Nov Average, Pakistan, PAK
10.2254, 1995, Dec Average, Pakistan, PAK
8.36005, 1996, Jan Average, Pakistan, PAK
11.8006, 1996, Feb Average, Pakistan, PAK
16.9391, 1996, Mar Average, Pakistan, PAK
22.0081, 1996, Apr Average, Pakistan, PAK
25.0169, 1996, May Average, Pakistan, PAK
28.334, 1996, Jun Average, Pakistan, PAK
28.4034, 1996, Jul Average, Pakistan, PAK
27.0528, 1996, Aug Average, Pakistan, PAK
25.8551, 1996, Sep Average, Pakistan, PAK
20.3651, 1996, Oct Average, Pakistan, PAK
14.2503, 1996, Nov Average, Pakistan, PAK
9.9332, 1996, Dec Average, Pakistan, PAK
8.51052, 1997, Jan Average, Pakistan, PAK
11.0733, 1997, Feb Average, Pakistan, PAK
15.5146, 1997, Mar Average, Pakistan, PAK
19.9341, 1997, Apr Average, Pakistan, PAK
24.0034, 1997, May Average, Pakistan, PAK
27.8558, 1997, Jun Average, Pakistan, PAK
29.2669, 1997, Jul Average, Pakistan, PAK
27.3021, 1997, Aug Average, Pakistan, PAK
25.7255, 1997, Sep Average, Pakistan, PAK
19.8213, 1997, Oct Average, Pakistan, PAK
14.7835, 1997, Nov Average, Pakistan, PAK
9.54585, 1997, Dec Average, Pakistan, PAK
9.01244, 1998, Jan Average, Pakistan, PAK
10.9107, 1998, Feb Average, Pakistan, PAK
15.6202, 1998, Mar Average, Pakistan, PAK
22.8289, 1998, Apr Average, Pakistan, PAK
26.6166, 1998, May Average, Pakistan, PAK
28.533, 1998, Jun Average, Pakistan, PAK
29.0016, 1998, Jul Average, Pakistan, PAK
28.3712, 1998, Aug Average, Pakistan, PAK
25.8367, 1998, Sep Average, Pakistan, PAK
21.7597, 1998, Oct Average, Pakistan, PAK
15.5877, 1998, Nov Average, Pakistan, PAK
11.5113, 1998, Dec Average, Pakistan, PAK
8.62707, 1999, Jan Average, Pakistan, PAK
11.9247, 1999, Feb Average, Pakistan, PAK
16.6285, 1999, Mar Average, Pakistan, PAK
23.2143, 1999, Apr Average, Pakistan, PAK
26.8752, 1999, May Average, Pakistan, PAK
29.1077, 1999, Jun Average, Pakistan, PAK
29.2285, 1999, Jul Average, Pakistan, PAK
27.6811, 1999, Aug Average, Pakistan, PAK
26.6208, 1999, Sep Average, Pakistan, PAK
22.1888, 1999, Oct Average, Pakistan, PAK
16.8504, 1999, Nov Average, Pakistan, PAK
11.3234, 1999, Dec Average, Pakistan, PAK
9.58937, 2000, Jan Average, Pakistan, PAK
10.2385, 2000, Feb Average, Pakistan, PAK
16.0165, 2000, Mar Average, Pakistan, PAK
24.0088, 2000, Apr Average, Pakistan, PAK
28.7896, 2000, May Average, Pakistan, PAK
28.9764, 2000, Jun Average, Pakistan, PAK
28.2836, 2000, Jul Average, Pakistan, PAK
27.6537, 2000, Aug Average, Pakistan, PAK
25.4155, 2000, Sep Average, Pakistan, PAK
22.0832, 2000, Oct Average, Pakistan, PAK
15.753, 2000, Nov Average, Pakistan, PAK
11.5061, 2000, Dec Average, Pakistan, PAK
8.57782, 2001, Jan Average, Pakistan, PAK
11.7034, 2001, Feb Average, Pakistan, PAK
16.8941, 2001, Mar Average, Pakistan, PAK
22.5681, 2001, Apr Average, Pakistan, PAK
28.3372, 2001, May Average, Pakistan, PAK
28.9762, 2001, Jun Average, Pakistan, PAK
28.5291, 2001, Jul Average, Pakistan, PAK
27.7208, 2001, Aug Average, Pakistan, PAK
25.2692, 2001, Sep Average, Pakistan, PAK
21.9897, 2001, Oct Average, Pakistan, PAK
16.3373, 2001, Nov Average, Pakistan, PAK
12.4597, 2001, Dec Average, Pakistan, PAK
9.43203, 2002, Jan Average, Pakistan, PAK
10.872, 2002, Feb Average, Pakistan, PAK
17.412, 2002, Mar Average, Pakistan, PAK
23.1135, 2002, Apr Average, Pakistan, PAK
27.8393, 2002, May Average, Pakistan, PAK
29.4699, 2002, Jun Average, Pakistan, PAK
29.0707, 2002, Jul Average, Pakistan, PAK
28.1767, 2002, Aug Average, Pakistan, PAK
24.792, 2002, Sep Average, Pakistan, PAK
21.9352, 2002, Oct Average, Pakistan, PAK
16.2022, 2002, Nov Average, Pakistan, PAK
11.368, 2002, Dec Average, Pakistan, PAK
9.47909, 2003, Jan Average, Pakistan, PAK
11.7875, 2003, Feb Average, Pakistan, PAK
16.4475, 2003, Mar Average, Pakistan, PAK
22.7893, 2003, Apr Average, Pakistan, PAK
25.4632, 2003, May Average, Pakistan, PAK
29.6845, 2003, Jun Average, Pakistan, PAK
28.4658, 2003, Jul Average, Pakistan, PAK
27.7522, 2003, Aug Average, Pakistan, PAK
25.4462, 2003, Sep Average, Pakistan, PAK
21.1864, 2003, Oct Average, Pakistan, PAK
14.7137, 2003, Nov Average, Pakistan, PAK
10.7938, 2003, Dec Average, Pakistan, PAK
9.87077, 2004, Jan Average, Pakistan, PAK
12.7219, 2004, Feb Average, Pakistan, PAK
19.6016, 2004, Mar Average, Pakistan, PAK
23.8518, 2004, Apr Average, Pakistan, PAK
26.8944, 2004, May Average, Pakistan, PAK
28.8135, 2004, Jun Average, Pakistan, PAK
28.9904, 2004, Jul Average, Pakistan, PAK
27.7039, 2004, Aug Average, Pakistan, PAK
25.7541, 2004, Sep Average, Pakistan, PAK
20.0202, 2004, Oct Average, Pakistan, PAK
16.6354, 2004, Nov Average, Pakistan, PAK
11.7563, 2004, Dec Average, Pakistan, PAK
8.35979, 2005, Jan Average, Pakistan, PAK
9.7477, 2005, Feb Average, Pakistan, PAK
16.8687, 2005, Mar Average, Pakistan, PAK
21.5074, 2005, Apr Average, Pakistan, PAK
24.9898, 2005, May Average, Pakistan, PAK
29.4413, 2005, Jun Average, Pakistan, PAK
28.6651, 2005, Jul Average, Pakistan, PAK
27.8629, 2005, Aug Average, Pakistan, PAK
26.276, 2005, Sep Average, Pakistan, PAK
21.7352, 2005, Oct Average, Pakistan, PAK
15.838, 2005, Nov Average, Pakistan, PAK
10.5205, 2005, Dec Average, Pakistan, PAK
8.68721, 2006, Jan Average, Pakistan, PAK
14.6439, 2006, Feb Average, Pakistan, PAK
16.7655, 2006, Mar Average, Pakistan, PAK
22.5519, 2006, Apr Average, Pakistan, PAK
28.7866, 2006, May Average, Pakistan, PAK
28.4014, 2006, Jun Average, Pakistan, PAK
29.4468, 2006, Jul Average, Pakistan, PAK
27.5133, 2006, Aug Average, Pakistan, PAK
25.5114, 2006, Sep Average, Pakistan, PAK
22.9712, 2006, Oct Average, Pakistan, PAK
16.4192, 2006, Nov Average, Pakistan, PAK
10.2379, 2006, Dec Average, Pakistan, PAK
9.10904, 2007, Jan Average, Pakistan, PAK
12.3171, 2007, Feb Average, Pakistan, PAK
15.9347, 2007, Mar Average, Pakistan, PAK
24.3705, 2007, Apr Average, Pakistan, PAK
26.7675, 2007, May Average, Pakistan, PAK
28.8231, 2007, Jun Average, Pakistan, PAK
28.6904, 2007, Jul Average, Pakistan, PAK
28.0883, 2007, Aug Average, Pakistan, PAK
25.7563, 2007, Sep Average, Pakistan, PAK
20.3909, 2007, Oct Average, Pakistan, PAK
16.9521, 2007, Nov Average, Pakistan, PAK
10.2164, 2007, Dec Average, Pakistan, PAK
6.83578, 2008, Jan Average, Pakistan, PAK
9.89503, 2008, Feb Average, Pakistan, PAK
18.9894, 2008, Mar Average, Pakistan, PAK
21.8502, 2008, Apr Average, Pakistan, PAK
27.0943, 2008, May Average, Pakistan, PAK
29.8011, 2008, Jun Average, Pakistan, PAK
29.0324, 2008, Jul Average, Pakistan, PAK
27.0904, 2008, Aug Average, Pakistan, PAK
25.5409, 2008, Sep Average, Pakistan, PAK
22.4863, 2008, Oct Average, Pakistan, PAK
15.8319, 2008, Nov Average, Pakistan, PAK
11.7252, 2008, Dec Average, Pakistan, PAK
10.0305, 2009, Jan Average, Pakistan, PAK
13.0069, 2009, Feb Average, Pakistan, PAK
17.7157, 2009, Mar Average, Pakistan, PAK
21.516, 2009, Apr Average, Pakistan, PAK
27.5519, 2009, May Average, Pakistan, PAK
28.5178, 2009, Jun Average, Pakistan, PAK
29.3437, 2009, Jul Average, Pakistan, PAK
29.0663, 2009, Aug Average, Pakistan, PAK
26.1628, 2009, Sep Average, Pakistan, PAK
21.3392, 2009, Oct Average, Pakistan, PAK
15.3006, 2009, Nov Average, Pakistan, PAK
11.3757, 2009, Dec Average, Pakistan, PAK
10.2605, 2010, Jan Average, Pakistan, PAK
11.7885, 2010, Feb Average, Pakistan, PAK
19.7456, 2010, Mar Average, Pakistan, PAK
24.6826, 2010, Apr Average, Pakistan, PAK
27.2414, 2010, May Average, Pakistan, PAK
28.5066, 2010, Jun Average, Pakistan, PAK
28.729, 2010, Jul Average, Pakistan, PAK
27.6291, 2010, Aug Average, Pakistan, PAK
25.0014, 2010, Sep Average, Pakistan, PAK
22.5987, 2010, Oct Average, Pakistan, PAK
15.8396, 2010, Nov Average, Pakistan, PAK
9.97607, 2010, Dec Average, Pakistan, PAK
8.38794, 2011, Jan Average, Pakistan, PAK
11.4127, 2011, Feb Average, Pakistan, PAK
17.1996, 2011, Mar Average, Pakistan, PAK
21.8318, 2011, Apr Average, Pakistan, PAK
28.1891, 2011, May Average, Pakistan, PAK
29.9848, 2011, Jun Average, Pakistan, PAK
28.8677, 2011, Jul Average, Pakistan, PAK
28.0998, 2011, Aug Average, Pakistan, PAK
25.3481, 2011, Sep Average, Pakistan, PAK
21.7935, 2011, Oct Average, Pakistan, PAK
17.3903, 2011, Nov Average, Pakistan, PAK
10.1934, 2011, Dec Average, Pakistan, PAK
7.89622, 2012, Jan Average, Pakistan, PAK
9.10051, 2012, Feb Average, Pakistan, PAK
16.0177, 2012, Mar Average, Pakistan, PAK
21.7783, 2012, Apr Average, Pakistan, PAK
26.3565, 2012, May Average, Pakistan, PAK
29.0143, 2012, Jun Average, Pakistan, PAK
29.6738, 2012, Jul Average, Pakistan, PAK
27.964, 2012, Aug Average, Pakistan, PAK
25.1985, 2012, Sep Average, Pakistan, PAK
20.9427, 2012, Oct Average, Pakistan, PAK
15.7487, 2012, Nov Average, Pakistan, PAK
10.9512, 2012, Dec Average, Pakistan, PAK
9.2059, 2013, Jan Average, Pakistan, PAK
10.7169, 2013, Feb Average, Pakistan, PAK
14.7599, 2013, Mar Average, Pakistan, PAK
22.0156, 2013, Apr Average, Pakistan, PAK
27.2735, 2013, May Average, Pakistan, PAK
29.8533, 2013, Jun Average, Pakistan, PAK
29.5909, 2013, Jul Average, Pakistan, PAK
27.7081, 2013, Aug Average, Pakistan, PAK
26.8228, 2013, Sep Average, Pakistan, PAK
23.1727, 2013, Oct Average, Pakistan, PAK
15.7483, 2013, Nov Average, Pakistan, PAK
10.9647, 2013, Dec Average, Pakistan, PAK
9.22441, 2014, Jan Average, Pakistan, PAK
10.135, 2014, Feb Average, Pakistan, PAK
15.858, 2014, Mar Average, Pakistan, PAK
22.0136, 2014, Apr Average, Pakistan, PAK
25.803, 2014, May Average, Pakistan, PAK
30.3058, 2014, Jun Average, Pakistan, PAK
29.8137, 2014, Jul Average, Pakistan, PAK
28.506, 2014, Aug Average, Pakistan, PAK
26.3865, 2014, Sep Average, Pakistan, PAK
22.2904, 2014, Oct Average, Pakistan, PAK
15.8981, 2014, Nov Average, Pakistan, PAK
10.0999, 2014, Dec Average, Pakistan, PAK
9.50221, 2015, Jan Average, Pakistan, PAK
10.567, 2015, Feb Average, Pakistan, PAK
15.8797, 2015, Mar Average, Pakistan, PAK
23.0622, 2015, Apr Average, Pakistan, PAK
27.1174, 2015, May Average, Pakistan, PAK
29.4065, 2015, Jun Average, Pakistan, PAK
28.7141, 2015, Jul Average, Pakistan, PAK
27.7268, 2015, Aug Average, Pakistan, PAK
25.3179, 2015, Sep Average, Pakistan, PAK
22.379, 2015, Oct Average, Pakistan, PAK
16.2182, 2015, Nov Average, Pakistan, PAK
10.8177, 2015, Dec Average, Pakistan, PAK
10.7526, 2016, Jan Average, Pakistan, PAK
12.5766, 2016, Feb Average, Pakistan, PAK
17.29, 2016, Mar Average, Pakistan, PAK
23.092, 2016, Apr Average, Pakistan, PAK
27.9996, 2016, May Average, Pakistan, PAK
30.2144, 2016, Jun Average, Pakistan, PAK
29.6574, 2016, Jul Average, Pakistan, PAK
27.6332, 2016, Aug Average, Pakistan, PAK
26.7179, 2016, Sep Average, Pakistan, PAK
22.3982, 2016, Oct Average, Pakistan, PAK
15.7672, 2016, Nov Average, Pakistan, PAK
12.8763, 2016, Dec Average, Pakistan, PAK
